2.000330, 1.476128, 0
0.846285, 1.789865, 1
2.961709, 1.676714, 0
0.980898, 0.644094, 1
3.654685, 1.284771, 0
0.818538, 0.835228, 1
2.196817, 0.795914, 0
1.115406, 1.109994, 1
2.714941, 0.896364, 0
1.887702, 0.259693, 1
3.797017, 0.034964, 0
1.958601, 0.919842, 1
2.362451, 1.330902, 0
1.192009, 0.617507, 1
3.544979, 0.639884, 0
0.714991, 1.545309, 1
2.116012, 1.561277, 0
1.335174, 1.077722, 1
3.237990, 0.316071, 0
1.721815, 0.892676, 1
3.600842, 0.540354, 0
1.727904, 1.797659, 1
3.336267, 0.843310, 0
0.907653, 0.051209, 1
3.739674, 0.795355, 0
0.310902, 1.536691, 1
2.830319, 0.269502, 0
0.456533, 1.192770, 1
3.600404, 1.648542, 0
1.810277, 1.145383, 1
2.288427, 0.525268, 0
0.690692, 0.404439, 1
2.086545, 0.025865, 0
1.482161, 1.324535, 1
2.341937, 1.203976, 0
0.217210, 1.942779, 1
3.744330, 1.945114, 0
1.740438, 1.080597, 1
2.788424, 0.648091, 0
1.131806, 0.528099, 1
3.443446, 1.442707, 0
0.064790, 0.273766, 1
3.712209, 0.521322, 0
1.466535, 1.312613, 1
2.169864, 1.276812, 0
0.457996, 0.458291, 1
3.802080, 1.148688, 0
0.862730, 1.888625, 1
3.174554, 0.344891, 0
1.213159, 1.516490, 1
3.548867, 1.430370, 0
1.459269, 1.293196, 1
3.375484, 1.199708, 0
0.373793, 0.163908, 1
3.847799, 1.505599, 0
0.692007, 1.291245, 1
2.948306, 0.756796, 0
1.565011, 0.660515, 1
3.278118, 1.031546, 0
1.973129, 1.447983, 1
2.308358, 0.431125, 0
1.906274, 0.110438, 1
3.579813, 0.769004, 0
1.999063, 0.754367, 1
3.113895, 1.212222, 0
0.270857, 0.662762, 1
2.642592, 1.730126, 0
1.955958, 0.018076, 1
2.929834, 0.329751, 0
0.181984, 0.777633, 1
3.835350, 0.873990, 0
0.068878, 0.783655, 1
3.630786, 1.633889, 0
1.444171, 0.908905, 1
2.665435, 1.417299, 0
0.356888, 0.973794, 1
3.848424, 0.263162, 0
1.084232, 1.428238, 1
3.032166, 1.083295, 0
0.182604, 0.146061, 1
2.295517, 0.453461, 0
0.808822, 0.938109, 1
2.183587, 0.764780, 0
0.956185, 1.113421, 1
3.094531, 1.138169, 0
1.891053, 0.929880, 1
2.012159, 1.959931, 0
1.713536, 1.642945, 1
3.593820, 1.157706, 0
0.551850, 0.259255, 1
2.575006, 0.908738, 0
1.233049, 0.423430, 1
3.171900, 0.317281, 0
1.851668, 0.204065, 1
3.400576, 0.034272, 0
0.350126, 1.696094, 1
2.487733, 1.158948, 0
0.634203, 0.671321, 1
3.923728, 1.590388, 0
1.784741, 1.018259, 1
0.728556, 3.675795, 0
3.948139, 2.740715, 1
1.635726, 3.661675, 0
2.383660, 3.229546, 1
0.819382, 2.935511, 0
3.488801, 3.394387, 1
1.844248, 2.721850, 0
3.817818, 3.016148, 1
1.039131, 3.669486, 0
3.220213, 2.439708, 1
1.703758, 3.570339, 0
2.135801, 2.191491, 1
0.729288, 2.770004, 0
2.862812, 2.653016, 1
0.360392, 2.647553, 0
3.671275, 3.088948, 1
0.323348, 3.619414, 0
3.829663, 3.959074, 1
1.281089, 2.213324, 0
3.188620, 2.100471, 1
1.148834, 2.677421, 0
3.494858, 2.993083, 1
1.399272, 3.312676, 0
2.009231, 2.438403, 1
0.982162, 3.229444, 0
2.878111, 2.685920, 1
0.799783, 3.013912, 0
2.877411, 3.529071, 1
1.783916, 3.740222, 0
2.182087, 2.144308, 1
0.387775, 3.853362, 0
3.233256, 2.711123, 1
1.472776, 3.062919, 0
2.670197, 2.753865, 1
1.276243, 3.858817, 0
2.854336, 2.425078, 1
0.536238, 2.349195, 0
3.418160, 3.935510, 1
1.661871, 3.427391, 0
2.373913, 2.644033, 1
0.656835, 3.252024, 0
3.329952, 3.456619, 1
0.265935, 2.207363, 0
2.985690, 2.049851, 1
1.947585, 3.167777, 0
2.194159, 2.335360, 1
1.021138, 3.427415, 0
3.046483, 2.493914, 1
0.490334, 3.716681, 0
3.247779, 3.766577, 1
1.575498, 2.102116, 0
2.191655, 2.111736, 1
0.451310, 3.609815, 0
2.047246, 2.113181, 1
1.037206, 2.421159, 0
2.757214, 3.694042, 1
1.673183, 2.087166, 0
3.150661, 3.939118, 1
0.294529, 2.136351, 0
3.988969, 2.242114, 1
1.304128, 2.183128, 0
2.577474, 2.325266, 1
1.610543, 3.623958, 0
2.819180, 2.100877, 1
1.340638, 2.066960, 0
3.867454, 2.916136, 1
0.169075, 2.059109, 0
3.027872, 2.620386, 1
1.668924, 3.075119, 0
2.733567, 2.706131, 1
1.496278, 3.490781, 0
2.400172, 3.169461, 1
1.577948, 3.550833, 0
3.108579, 3.872477, 1
1.687184, 3.097548, 0
2.114591, 2.991312, 1
1.280677, 2.692065, 0
3.316578, 2.891220, 1
0.316023, 2.135758, 0
2.992097, 3.656661, 1
0.202718, 2.859551, 0
2.572797, 2.371794, 1
0.918660, 3.600669, 0
2.992180, 2.587584, 1
0.675788, 3.725747, 0
3.293715, 2.172066, 1
1.216528, 3.693887, 0
3.341526, 2.794476, 1
1.244721, 2.450105, 0
2.666952, 2.931905, 1
1.547653, 2.781543, 0
3.923217, 2.828330, 1
1.473608, 3.239795, 0
3.719550, 3.789631, 1
1.375553, 2.711647, 0
3.446292, 3.578271, 1
1.571198, 2.019089, 0
3.950065, 2.489858, 1
1.619758, 2.942245, 0
3.077442, 2.295546, 1
